#PRODUCTID;SKU;TITLE;QUANTITY;PURCHASE_PRICE;VENDOR;SERIAL;PURCHASE_DATE;MERCI_STATUS
833;"CALIPER79";"Caliper, Digital, 6&quot;, Cen-tech" size;"1";"0.00";"";"";"";"available" 
834;"CALIPER80";"Caliper, Digital, 6&quot;, Cen-tech" size;"1";"0.00";"";"";"";"available" 
835;"CALIPER81";"Caliper, Digital, 6&quot;, Cen-tech" size;"1";"0.00";"";"";"";"retired" 
836;"CALIPER82";"Caliper, Digital, 6&quot;, Cen-tech" size;"1";"0.00";"";"";"";"broken" 
837;"CALIPER83";"Caliper, Digital, 6&quot;, Cen-tech" size;"1";"0.00";"";"";"";"available" 
838;"CALIPER84";"Caliper, Digital, 6&quot;, Cen-tech" size;"1";"0.00";"";"";"";"available" 
839;"CALIPER85";"Caliper, Digital, 6&quot;, Cen-tech" size;"1";"0.00";"";"";"";"available" 
840;"CALIPER86";"Caliper, Digital, 6&quot;, Cen-tech" size;"1";"0.00";"";"";"";"available" 
841;"CALIPER87";"Caliper, Digital, 6&quot;, Cen-tech" size;"1";"0.00";"";"";"";"available" 
842;"CALIPERS0";"Caliper, Analog 1-150mm" size;"1";"0.00";"";"";"";"surplus" 
843;"CALIPERS1";"Caliper, Analog 1-150mm" size;"1";"0.00";"";"";"";"surplus" 
844;"CALIPERS2";"Caliper, Analog 1-150mm" size;"1";"0.00";"";"";"";"surplus" 
845;"CALIPERS3";"Caliper, Analog 1-150mm" size;"1";"0.00";"";"";"";"surplus" 
846;"CALIPERS4";"Caliper, Analog 1-150mm" size;"1";"0.00";"";"";"";"surplus" 
847;"CALIPERS5";"Caliper, Analog 1-150mm" size;"1";"0.00";"";"";"";"surplus" 
848;"CAM001370";"Calculator" size;"1";"0.00";"";"";"";"lost" 
849;"CAM008566";"Calculator, Monroe" size;"1";"0.00";"";"";"";"lost" 
850;"CAMLUC01";"Lucid Art Studio Camera Lucida" size;"1";"0.00";"";"";"";"available" 
851;"CAMLUC02";"Lucid Art Studio Camera Lucida" size;"1";"0.00";"";"";"";"available" 
852;"CAMLUC03";"Lucid Art Studio Camera Lucida" size;"1";"0.00";"";"";"";"available" 
853;"CAMLUC04";"Lucid Art Studio Camera Lucida" size;"1";"0.00";"";"";"";"available" 
854;"CAMLUC05";"Lucid Art Studio Camera Lucida" size;"1";"0.00";"";"";"";"available" 
855;"CAMLUC06";"Lucid Art Studio Camera Lucida" size;"1";"0.00";"";"";"";"available" 
856;"CAO201201";"Camera Adapter" size;"1";"0.00";"";"";"";"available" 
857;"CAO201202";"Camera Adapter" size;"1";"0.00";"";"";"";"available" 
858;"CAO201203";"Camera Adapter" size;"1";"0.00";"";"";"";"available" 
859;"CAO201204";"Camera Adapter" size;"1";"0.00";"";"";"";"available" 
860;"CAO201205";"Camera Adapter" size;"1";"0.00";"";"";"";"available" 
861;"CAO201206";"Camera Adapter" size;"1";"0.00";"";"";"";"available" 
862;"LABCARBOY";"Carboy, Plastic LAB USE" size;"9999";"120.00";"";"";"";"available" 
864;"CAS000556";"Calculator" size;"1";"0.00";"";"";"";"lost" 
865;"CASA00557";"Recorder, Tape Unit" size;"1";"0.00";"";"";"";"lost" 
866;"CASE00000";"Case" size;"1000";"0.00";"";"";"";"none" 
867;"CAT018865";"Calculator" size;"1";"0.00";"";"";"";"lost" 
868;"CAT018867";"Calculator" size;"1";"0.00";"";"";"";"lost" 
869;"CAT018868";"Calculator, Sr5, Texas Instruments" size;"1";"0.00";"";"";"";"lost" 
870;"CAT018869";"Calculator" size;"1";"0.00";"";"";"";"lost" 
871;"CAT018870";"Calculator" size;"1";"0.00";"";"";"";"lost" 
872;"CAT019666";"Calculator, Sr5, Texas Instruments" size;"1";"0.00";"";"";"";"lost" 
873;"CAT019667";"Calculator" size;"1";"0.00";"";"";"";"surplus" 
874;"CAWN20121";"Camera, Waterproof, Blue" size;"1";"0.00";"";"";"";"available" 
875;"CAWN20122";"Camera, Waterproof, Red" size;"1";"0.00";"";"";"";"broken" 
876;"CAWN20123";"Camera, Waterproof, Red" size;"1";"0.00";"";"";"";"available" 
877;"CAWN20124";"Camera, Waterproof, Red" size;"1";"0.00";"";"";"";"available" 
878;"CBC010232";"Chromatograph" size;"1";"0.00";"";"";"";"surplus" 
879;"CBD007838";"Cabinet, Desiccator" size;"1";"0.00";"";"";"";"lost" 
880;"CBD007839";"Cabinet, Desiccator, Small" size;"1";"0.00";"";"";"";"available" 
881;"CBF000001";"Cabinet, Flammable, Justrite" size;"1";"0.00";"";"";"";"available" 
882;"CBF000002";"Cabinet, Flammable, Justrite" size;"1";"0.00";"";"";"";"none" 
883;"CBF000003";"Cabinet, Flammable, Justrite" size;"1";"0.00";"";"";"";"none" 
884;"CBF010228";"Cabinet, Flammable" size;"1";"0.00";"";"";"";"lost" 
885;"CBF010534";"Cabinet, Flammable" size;"1";"0.00";"";"";"";"surplus" 
886;"CBF018026";"Cabinet, Flammable" size;"1";"0.00";"";"";"";"surplus" 
887;"CBF018027";"Cabinet, Flammable" size;"1";"0.00";"";"";"";"available" 
888;"CBF019082";"Cabinet, Flammable" size;"1";"0.00";"";"";"";"surplus" 
889;"CBF019083";"Cabinet, Flammable" size;"1";"0.00";"";"";"";"lost" 
890;"CBF019085";"Cabinet" size;"1";"0.00";"";"";"";"lost" 
891;"CBF019086";"Cabinet, Flammable" size;"1";"0.00";"";"";"";"available" 
892;"CBI003282";"Cabinet, Isotope Storage" size;"1";"0.00";"";"";"";"available" 
893;"CBI005728";"Cabinet, Ice" size;"1";"0.00";"";"";"";"available" 
894;"CBL89TI06";"Calculator" size;"1";"0.00";"";"";"";"surplus" 
895;"CBL89TI07";"Calculator, Ti-89, Texas Instruments" size;"1";"0.00";"";"";"";"surplus" 
896;"CBLDOX003";"Probe, Dissolved Oxygen, Vernier" size;"1";"0.00";"";"";"";"surplus" 
897;"CBLLS0001";"Sensor, Light, Vernier" size;"1";"0.00";"";"";"";"surplus" 
898;"CBLLS0010";"Sensor, Light, Vernier" size;"1";"0.00";"";"";"";"surplus" 
899;"CBLLSO007";"Sensor, Light, Vernier" size;"1";"0.00";"";"";"";"surplus" 
900;"CBLPHA003";"Amplifier, Ph, Vernier" size;"1";"0.00";"";"";"";"surplus" 
901;"CBLPHA005";"Probe, Ph, Vernier" size;"1";"0.00";"";"";"";"surplus" 
902;"CBLPHA006";"Amplifier, Ph, Vernier" size;"1";"0.00";"";"";"";"surplus" 
903;"CBLPHP001";"Probe, Ph, Vernier" size;"1";"0.00";"";"";"";"surplus" 
904;"CBLSM1401";"Sm2 Acoustic Microphone Cable" size;"1";"0.00";"";"";"";"available" 
905;"CBLSM1402";"Sm2 Acoustic Microphone Cable" size;"1";"0.00";"";"";"";"available" 
906;"CBLSM1403";"Sm2 Acoustic Microphone Cable" size;"1";"0.00";"";"";"";"available" 
907;"CBLTEMP01";"Probe, Temperature, Vernier" size;"1";"0.00";"";"";"";"surplus" 
908;"CBLTEMP04";"Probe, Temperature, Vernier" size;"1";"0.00";"";"";"";"surplus" 
909;"CBLTEMP07";"Probe, Temperature, Vernier" size;"1";"0.00";"";"";"";"surplus" 
910;"CBR019945";"Calorimeter, Bomb, Parr" size;"1";"0.00";"";"";"";"none" 
911;"CBR023378";"Calorimeter, Bomb, Parr" size;"1";"0.00";"";"";"";"none" 
912;"CBR025104";"Calorimeter, Bomb, Parr" size;"1";"0.00";"";"";"";"none" 
913;"CBR200901";"Calorimeter, Bomb, Parr" size;"1";"0.00";"";"";"";"none" 
914;"CBS005654";"Slide Box" size;"1";"0.00";"";"";"";"available" 
915;"CBS008141";"Cabinet, Sanitary" size;"1";"0.00";"";"";"";"surplus" 
916;"CBS008142";"Cabinet, Specimen" size;"1";"0.00";"";"";"";"surplus" 
917;"CBS022944";"Cabinet" size;"1";"0.00";"";"";"";"none" 
918;"CCIN00001";"Double Improved Neubauer Counting Chamber" size;"1";"154.00";"";"";"";"none" 
919;"CCIN00002";"Double Improved Neubauer Counting Chamber" size;"1";"154.00";"";"";"";"none" 
920;"CCIN00003";"Double Improved Neubauer Counting Chamber" size;"1";"154.00";"";"";"";"none" 
921;"CCIN00004";"Double Improved Neubauer Counting Chamber" size;"1";"154.00";"";"";"";"none" 
922;"CCIN00005";"Double Improved Neubauer Rhodium Etched Counting Chamber" size;"1";"0.00";"";"";"";"none" 
923;"CCIN00006";"Double Improved Neubauer Rhodium Etched Counting Chamber" size;"1";"0.00";"";"";"";"none" 
924;"CCIN00007";"Double Improved Neubauer Counting Chamber" size;"1";"154.00";"";"";"";"none" 
925;"CCIN00008";"Double Improved Neubauer Counting Chamber" size;"1";"154.00";"";"";"";"available" 
926;"CCJ027317";"Concentrator" size;"1";"0.00";"";"";"";"available" 
927;"CCPH00001";"Petroff-hausser Counting Chamber" size;"1";"0.00";"";"";"";"none" 
928;"CCPN00001";"Palmer Nanoplankton Counting Chamber" size;"1";"0.00";"";"";"";"lost" 
929;"CCPN00002";"Palmer Counting Cell" size;"1";"0.00";"";"";"";"lost" 
930;"CCSR00001";"Sedgewick-rafter Counting Cell 1x3&quot; Slide" size;"1";"0.00";"";"";"";"available" 
931;"CCSR00002";"Sedgewick-rafter Counting Cell 1x3&quot; Slide" size;"1";"0.00";"";"";"";"none" 
932;"CCSR00003";"Sedgewick-rafter Counting Cell 1x3&quot; Slide" size;"1";"0.00";"";"";"";"available" 
934;"CDT017351";"Computer" size;"1";"0.00";"";"";"";"surplus" 
935;"CELLPHON1";"Cell Phone" size;"1";"0.00";"";"";"";"surplus" 
936;"CELLPHON2";"Cell Phone, (360) 561-5316" size;"1";"0.00";"";"";"";"surplus" 
937;"CELLPHON3";"Cell Phone, (360) 561-6896" size;"1";"0.00";"";"";"";"surplus" 
938;"CELLPHON4";"Cell Phone, (360) 561-9832" size;"1";"0.00";"";"";"";"surplus" 
939;"CELLPHON5";"Cell Phone, (360) 561-3176" size;"1";"0.00";"";"";"";"surplus" 
940;"CELLPHON6";"Cell Phone, (360) 561-9947" size;"1";"0.00";"";"";"";"surplus" 
941;"CELLPHON7";"Cell Phone, (360) 561-9678" size;"1";"0.00";"";"";"";"surplus" 
942;"CEP017824";"French Cell" size;"1";"0.00";"";"";"";"none" 
943;"CFAA00001";"Centrifuge, Autocrit" size;"1";"0.00";"";"";"";"available" 
944;"CFAR08535";"Chart Recorder" size;"1";"0.00";"";"";"";"surplus" 
945;"CFAS08533";"Scanner, Uv" size;"1";"0.00";"";"";"";"surplus" 
946;"CFB017687";"Centrifuge" size;"1";"0.00";"";"";"";"none" 
947;"CFB017688";"Centrifuge" size;"1";"0.00";"";"";"";"none" 
948;"CFB019500";"Centrifuge" size;"1";"0.00";"";"";"";"none" 
949;"CFB019501";"Centrifuge" size;"1";"0.00";"";"";"";"none" 
950;"CFB200801";"Centrifuge, Mini, Beckman-coulter" size;"1";"0.00";"";"";"";"none" 
951;"CFB291887";"Centrifuge, Ultra, Beckman" size;"1";"0.00";"";"";"";"available" 
952;"CFB302350";"Centrifuge, J25, Beckman" size;"1";"0.00";"";"";"";"available" 
953;"CFB302418";"Centrifuge, J25, Beckman" size;"1";"0.00";"";"";"";"available" 
954;"CFC000001";"Centrifuge, Micro, Cole Palmer" size;"1";"0.00";"";"";"";"available" 
955;"CFC000002";"Centrifuge, Micro, Cole Palmer" size;"1";"0.00";"";"";"";"available" 
956;"CFC000003";"Centrifuge, Micro, Cole Palmer" size;"1";"0.00";"";"";"";"available" 
957;"CFC000004";"Centrifuge, Micro, Cole Palmer" size;"1";"0.00";"";"";"";"available" 
958;"CFC000005";"Centrifuge, Micro, Cole Palmer" size;"1";"0.00";"";"";"";"available" 
959;"CFC000006";"Centrifuge, Micro, Cole Palmer" size;"1";"0.00";"";"";"";"available" 
960;"CFC200901";"Centrifuge, Micro, Cole Palmer" size;"1";"0.00";"";"";"";"none" 
961;"CFC200902";"Centrifuge, Micro, Cole Palmer" size;"1";"0.00";"";"";"";"none" 
962;"CFC200903";"Centrifuge, Mini, Vwr" size;"1";"0.00";"";"";"";"available" 
963;"CFC200904";"Centrifuge, Mini, Vwr" size;"1";"0.00";"";"";"";"available" 
964;"CFC200905";"Centrifuge, Mini, Vwr" size;"1";"0.00";"";"";"";"none" 
965;"CFD000001";"Centrifuge, Drum" size;"1";"0.00";"";"";"";"surplus" 
966;"CFD000002";"Centrifuge, Drum" size;"1";"0.00";"";"";"";"surplus" 
967;"CFE000001";"Centrifuge, 5415d, Eppendorf" size;"1";"0.00";"";"";"";"available" 
968;"CFE026676";"Centrifuge, 5415d, Eppendorf" size;"1";"0.00";"";"";"";"none" 
969;"CFE026677";"Centrifuge, 5415d, Eppendorf" size;"1";"0.00";"";"";"";"available" 
970;"CFE026678";"Centrifuge, 5415d, Eppendorf" size;"1";"0.00";"";"";"";"available" 
971;"CFE026679";"Centrifuge, 5415d, Eppendorf" size;"1";"0.00";"";"";"";"available" 
972;"CFI000001";"Centrifuge, Iec" size;"1";"0.00";"";"";"";"none" 
973;"CFI000002";"Centrifuge, Adams" size;"1";"0.00";"";"";"";"lost" 
974;"CFI000003";"Centrifuge, Benchtop, Cl2, Iec" size;"1";"0.00";"";"";"";"available" 
975;"CFI000004";"Centrifuge, Benchtop, Cl2, Iec" size;"1";"0.00";"";"";"";"available" 
976;"CFI000980";"Centrifuge, Iec" size;"1";"0.00";"";"";"";"available" 
977;"CFI005530";"Centrifuge" size;"1";"0.00";"";"";"";"none" 
978;"CFI019429";"Centrifuge, Iec" size;"1";"0.00";"";"";"";"available" 
979;"CFI019430";"Centrifuge" size;"1";"0.00";"";"";"";"none" 
980;"CFI019431";"Centrifuge, Clinical" size;"1";"0.00";"";"";"";"available" 
981;"CFI019432";"Centrifuge, Clinical" size;"1";"0.00";"";"";"";"none" 
982;"CFI019433";"Centrifuge" size;"1";"0.00";"";"";"";"none" 
983;"CFI019947";"Centrifuge" size;"1";"0.00";"";"";"";"surplus" 
984;"CFI080288";"Centrifuge, Tabletop, Refrigerated, Iec" size;"1";"0.00";"";"";"";"available" 
985;"CFJ030810";"Centrifuge, Radiation, Mr22i, Jouan" size;"1";"0.00";"";"";"";"available" 
986;"CFL000001";"Centrifuge, Mini, Labconco" size;"1";"0.00";"";"";"";"available" 
987;"CFL000002";"Centrifuge, Mini, Labconco" size;"1";"0.00";"";"";"";"none" 
988;"CFL000003";"Centrifuge, Mini, Labconco" size;"1";"0.00";"";"";"";"none" 
989;"CFL000004";"Centrifuge, Mini, Labconco" size;"1";"0.00";"";"";"";"available" 
990;"CFL000005";"Centrifuge, Galaxy Mini, Vwr" size;"1";"0.00";"";"";"";"available" 
991;"CFL000268";"Centrifuge" size;"1";"0.00";"";"";"";"surplus" 
992;"CFM005730";"Centrifuge, Mse" size;"1";"0.00";"";"";"";"none" 
993;"CFM005731";"Centrifuge, Mse" size;"1";"0.00";"";"";"";"lost" 
994;"CFM005732";"Centrifuge, Mse" size;"1";"0.00";"";"";"";"none" 
995;"CFM005733";"Centrifuge, Mse" size;"1";"0.00";"";"";"";"none" 
996;"CFM005734";"Centrifuge, Mse" size;"1";"0.00";"";"";"";"lost" 
997;"CFM005735";"Centrifuge, Mse" size;"1";"0.00";"";"";"";"available" 
998;"CFM007080";"Centrifuge, Mse" size;"1";"0.00";"";"";"";"available" 
999;"CFM007081";"Centrifuge, Mse" size;"1";"0.00";"";"";"";"lost" 
1000;"CFM024777";"Centrifuge, Mini" size;"4";"0.00";"";"";"";"lost" 
1001;"CFR007099";"Centrifuge, Sorval" size;"1";"0.00";"";"";"";"surplus" 
1002;"CFR007100";"Centrifuge, Refrigerated" size;"1";"0.00";"";"";"";"surplus" 
1003;"CFR017472";"Centrifuge, Rc5, Sorval" size;"1";"0.00";"";"";"";"surplus" 
1004;"CFR019935";"Centrifuge, Rc" size;"1";"0.00";"";"";"";"lost" 
1005;"CFR029134";"Centrifuge, Avanti, Beckman" size;"1";"0.00";"";"";"";"available" 
1006;"CFR041920";"Centrifuge, Rc5b+, Sorval" size;"1";"0.00";"";"";"";"available" 
1007;"CFRA19804";"Centrifuge, Rotor" size;"1";"0.00";"";"";"";"none" 
1008;"CFRA24471";"Centrifuge, Rotor" size;"1";"0.00";"";"";"";"surplus" 
1009;"CFS000001";"Centrifuge, Benchtop, Pico, Sorval" size;"1";"0.00";"";"";"";"available" 
1010;"CFU007098";"Centrifuge, Ultra" size;"1";"0.00";"";"";"";"lost" 
1011;"CFU017471";"Centrifuge, Ultra" size;"1";"0.00";"";"";"";"surplus" 
1012;"CGA015956";"Regulator, Breathing Air" size;"1";"0.00";"";"";"";"lost" 
1013;"CGA320001";"Cga 320 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1014;"CGA320002";"Cga 320 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1015;"CGA320003";"Cga 320 Gas Regulator" size;"1";"0.00";"";"";"";"lost" 
1016;"CGA350001";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1017;"CGA350002";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1018;"CGA350003";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1019;"CGA350004";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1020;"CGA350005";"Cga 350 Gas Regulator- Serviced 2015" size;"1";"0.00";"";"";"";"none" 
1021;"CGA350006";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1022;"CGA350007";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1023;"CGA350008";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1024;"CGA350009";"Cga 350 Gas Regulator- Serviced in 2015" size;"1";"0.00";"";"";"";"none" 
1025;"CGA350010";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1026;"CGA350011";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1027;"CGA350012";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"lost" 
1028;"CGA350013";"Cga 350 Gas Regulator" size;"1";"0.00";"";"";"";"none" 
1029;"CGA510001";"Gas Regulator- Serviced in 2015" size;"1";"0.00";"";"";"";"none" 
1030;"CGA510002";"Gas Regulator, Acetylene And Propane, Cga 510" size;"1";"0.00";"";"";"";"none" 
1031;"CGA510003";"Gas Regulator, Acetylene And Propane, Cga 510" size;"1";"0.00";"";"";"";"none" 
1032;"CGA510004";"Gas Regulator, Acetylene And Propane, Cga 510" size;"1";"0.00";"";"";"";"none" 
1033;"CGA540001";"Gas Regulator, Oxygen, Cga 540" size;"1";"0.00";"";"";"";"none" 
1034;"CGA540002";"Gas Regulator, Oxygen, Cga 540" size;"1";"0.00";"";"";"";"available" 
1035;"CGA540003";"Gas Regulator, Oxygen, Cga 540" size;"1";"0.00";"";"";"";"none" 
1036;"CGA540004";"Gas Regulator, Oxygen, Cga 540" size;"1";"0.00";"";"";"";"none" 
1037;"CGA540005";"Gas Regulator CGA 540 oxygen - Serviced in 2015" size;"1";"0.00";"";"";"";"none" 
1038;"CGA540006";"Gas Regulator, Oxygen, Cga 540" size;"1";"0.00";"";"";"";"none" 
1040;"CGA580002";"Gas Regulator, Cga 580" size;"1";"0.00";"";"";"";"none" 
1041;"CGA580003";"Gas Regulator, Cga 580" size;"1";"0.00";"";"";"";"none" 
1042;"CGA580004";"Gas Regulator, Cga 580" size;"1";"0.00";"";"";"";"none" 
1043;"CGA580005";"Gas Regulator, Cga 580" size;"1";"0.00";"";"";"";"lost" 
1044;"CGA580006";"Gas Regulator, Cga 580" size;"1";"0.00";"";"";"";"available" 
1045;"CGA580007";"Gas Regulator, Cga 580" size;"1";"0.00";"";"";"";"available" 
1046;"CGA580008";"Gas Regulator, Cga 580" size;"1";"0.00";"";"";"";"lost" 
1047;"CGA580009";"Gas Regulator, Cga 580" size;"1";"0.00";"";"";"";"none" 
1050;"CGA590001";"Gas Regulator, Industrial Air+SF6, Cga 590- Serviced in 2015" size;"1";"0.00";"";"";"";"none" 
1051;"CGA590002";"Gas Regulator, Industrial Air, Cga 590" size;"1";"0.00";"";"";"";"none" 
1052;"CGA679001";"Gas Regulator, Fluorine, Cga 679" size;"1";"0.00";"";"";"";"none" 
1053;"CGA957120";"Cga" size;"1";"0.00";"";"";"";"available" 
1054;"CGA957121";"Cga" size;"1";"0.00";"";"";"";"available" 
1055;"CGA957122";"Cga" size;"1";"0.00";"";"";"";"available" 
1056;"CGSC20081";"Camera, Game, Stc-wd2, Stealth Cam" size;"1";"0.00";"";"";"";"none" 
1057;"CGSC20082";"Camera, Game, Stc-wd2, Stealth Cam" size;"1";"0.00";"";"";"";"none" 
1058;"CHB001255";"Chromatograph, Gas" size;"1";"0.00";"";"";"";"lost" 
1059;"CHB029761";"Chromatograph, High Pressure Liquid, Biocad" size;"1";"0.00";"";"";"";"surplus" 
1060;"CHC008271";"Chromatograph, Gas, Carle" size;"1";"0.00";"";"";"";"surplus" 
1061;"CHC017663";"Chromatograph, Gas, Carle" size;"1";"0.00";"";"";"";"surplus" 
1062;"CHC017664";"Chromatograph, Gas, Carle" size;"1";"0.00";"";"";"";"surplus" 
1063;"CHC017665";"Chromatograph, Gas, Fid, Carle" size;"1";"0.00";"";"";"";"surplus" 
1064;"CHD002766";"Chromatograph, Ion, Dionex" size;"1";"0.00";"";"";"";"surplus" 
1065;"CHD041993";"Chromatograph, Ion, Ic25, Dionex" size;"1";"0.00";"";"";"";"available" 
1066;"CHG008517";"Chromatograph" size;"1";"0.00";"";"";"";"surplus" 
1067;"CHH006176";"Chromatograph, Gas, Electron Capture (ni63), Hp" size;"1";"0.00";"";"";"";"available" 
1068;"CHH006177";"Chromatograph, Gas, Fid, Hp" size;"1";"0.00";"";"";"";"surplus" 
1069;"CHH006178";"Chromatograph, Gas, Electron Capture (ni63), Hp" size;"1";"0.00";"";"";"";"available" 
1070;"CHHP00985";"Chromatograph, Gas, 5890, Hp" size;"1";"0.00";"";"";"";"available" 
1071;"CHN000001";"Chronograph" size;"1";"0.00";"";"";"";"surplus" 
1072;"CHN000002";"Chronograph" size;"1";"0.00";"";"";"";"surplus" 
1073;"CHP006181";"Chromatograph" size;"1";"0.00";"";"";"";"surplus" 
1074;"CHROMSET1";"Chromosome Sim Set" size;"1";"0.00";"";"";"";"none" 
1075;"CHROMSET2";"Chromosome Sim Set" size;"1";"0.00";"";"";"";"none" 
1076;"CHROMSET3";"Chromosome Sim Set" size;"1";"0.00";"";"";"";"none" 
1077;"CHROMSET4";"Chromosome Sim Set" size;"1";"0.00";"";"";"";"none" 
1078;"CHSPL1401";"Scienceware 8 Liter Churn Sample Splitter" size;"1";"0.00";"";"";"";"available" 
1079;"CHT000001";"Poster, Periodic Table" size;"1";"0.00";"";"";"";"lost" 
1080;"CHT000002";"Poster, Periodic Table" size;"1";"0.00";"";"";"";"lost" 
1081;"CHT000004";"Poster, Periodic Table" size;"1";"0.00";"";"";"";"lost" 
1082;"CHW018899";"Chromatograph, Liquid" size;"1";"0.00";"";"";"";"surplus" 
1083;"CHWA19296";"Chromatograph, Accessory, Sol Progra" size;"1";"0.00";"";"";"";"lost" 
1084;"CHWA19505";"Chromatograph, Accessory, Sol Progra" size;"1";"0.00";"";"";"";"available" 
1085;"CHX018837";"Chromatograph" size;"1";"0.00";"";"";"";"surplus" 
1086;"CHXA05979";"Column Coiler" size;"1";"0.00";"";"";"";"lost" 
1087;"CIC000001";"Heater, Immersion" size;"1";"0.00";"";"";"";"none" 
1088;"CIC000002";"Circulator, Constant Temperature" size;"1";"0.00";"";"";"";"available" 
1089;"CIC000003";"Circulator, Water Bath" size;"1";"0.00";"";"";"";"none" 
1090;"CIC000004";"Circulator, Water Bath, Rte-140, Neslab" size;"1";"0.00";"";"";"";"available" 
1091;"CIC000005";"Circulator, Water Bath, D1/l, Haake" size;"1";"0.00";"";"";"";"none" 
1092;"CIC002001";"Circulator, Water Bath, Refrigerated, Polyscience" size;"1";"0.00";"";"";"";"surplus" 
1093;"CIC005208";"Circulator, Water Bath" size;"1";"0.00";"";"";"";"lost" 
1094;"CIC005228";"Circulator, Water Bath" size;"1";"0.00";"";"";"";"none" 
1095;"CIC005288";"Circulator, Water Bath" size;"1";"0.00";"";"";"";"lost" 
1096;"CIC005289";"Circulator, Water Bath" size;"1";"0.00";"";"";"";"lost" 
1097;"CIC005754";"Circulator" size;"1";"0.00";"";"";"";"lost" 
1098;"CIC006092";"Circulator" size;"1";"0.00";"";"";"";"available" 
1099;"CIC006093";"Circulator, Water Bath" size;"1";"0.00";"";"";"";"none" 
1100;"CIC010134";"Circulator, Water Bath" size;"1";"0.00";"";"";"";"surplus" 
1101;"CIC016137";"Circulator, Water Bath" size;"1";"0.00";"";"";"";"lost" 
1102;"CIC016146";"Circulator, Water Bath" size;"1";"0.00";"";"";"";"surplus" 
1103;"CIC025084";"Circulator, Water Bath, Fisher" size;"1";"0.00";"";"";"";"lost" 
1104;"CIC200901";"Circulator, Water Bath, Iostemp 1006s, Fisher" size;"1";"0.00";"";"";"";"available" 
1105;"CIH000001";"Heater, Immersion, Circulating" size;"1";"0.00";"";"";"";"none" 
1106;"CIH000002";"Heater, Immersion, Circulating" size;"1";"0.00";"";"";"";"none" 
1107;"CIH000003";"Heater, Immersion, Circulating" size;"1";"0.00";"";"";"";"none" 
1108;"CIV008279";"Circulator, Variable" size;"1";"0.00";"";"";"";"surplus" 
1109;"CIX005582";"Circulator" size;"1";"0.00";"";"";"";"none" 
1110;"CIX028020";"Circulator, Water Bath, Rte211, Neslab" size;"1";"0.00";"";"";"";"available" 
1111;"CKB021467";"Combustion Test Kit" size;"1";"0.00";"";"";"";"lost" 
1112;"CLAMP0000";"Clamp" size;"1006";"0.00";"";"";"";"available" 
1113;"CLAMP0001";"Clamp" size;"1000";"0.00";"";"";"";"lost" 
1114;"CLH010122";"Physics Demo, E/m Apparatus" size;"1";"0.00";"";"";"";"available" 
1115;"CLI000001";"Induction Coil" size;"1";"0.00";"";"";"";"available" 
1116;"CLI001009";"Induction Coil" size;"1";"0.00";"";"";"";"surplus" 
1117;"CLI024414";"Intel Sys" size;"1";"0.00";"";"";"";"lost" 
1118;"CLI024415";"Intel Sys" size;"1";"0.00";"";"";"";"surplus" 
1119;"CLI024416";"Intel Sys" size;"1";"0.00";"";"";"";"surplus" 
1120;"CLI024417";"Intel Sys" size;"1";"0.00";"";"";"";"surplus" 
1121;"CLI024418";"Intel Sys" size;"1";"0.00";"";"";"";"surplus" 
1122;"CLI024419";"Intel Sys" size;"1";"0.00";"";"";"";"lost" 
1123;"CLI024420";"Intel Sys" size;"1";"0.00";"";"";"";"surplus" 
1124;"CLI024421";"Intel Sys" size;"1";"0.00";"";"";"";"surplus" 
1125;"CLI024422";"Intel Sys" size;"1";"0.00";"";"";"";"surplus" 
1126;"CLI024423";"Intel Sys" size;"1";"0.00";"";"";"";"surplus" 
1127;"CLICK0001";"Iclicker" size;"1";"0.00";"";"";"";"surplus" 
1128;"CLICK0002";"Iclicker" size;"1";"0.00";"";"";"";"surplus" 
1129;"CLICK0003";"Iclicker" size;"1";"0.00";"";"";"";"surplus" 
1130;"CLICK0004";"Iclicker" size;"1";"0.00";"";"";"";"surplus" 
1131;"CLICK0005";"Iclicker" size;"1";"0.00";"";"";"";"surplus" 
1132;"CLICK0006";"Iclicker" size;"1";"0.00";"";"";"";"surplus" 
1133;"CLICK0007";"Iclicker" size;"1";"0.00";"";"";"";"surplus" 
1134;"CLICK0008";"Iclicker" size;"1";"0.00";"";"";"";"surplus" 
1135;"CLICK0009";"Iclicker" size;"1";"0.00";"";"";"";"surplus" 
1136;"CLICK0010";"Iclicker" size;"1";"0.00";"";"";"";"surplus" 
